"id","text_query","sql_query"
"20","Calculez le ratio de résultats d'extraction réussis sur le total des résultats par document.","SELECT d.document_id AS 'Doc_ID', (SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) * 1.0) / COUNT(er.result_id) AS 'Ratio_Succès' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN states s ON er.state_id = s.state_id GROUP BY d.document_id;"
"1","Combien de documents budgétaires sont enregistrés ?","SELECT COUNT(document_id) AS 'Nombre_Documents' FROM documents;"
"2","Quels sont les documents en état d'erreur et leurs messages d'erreur ?","SELECT d.document_id AS 'ID_Document', d.error_message AS 'Message_Erreur' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR';"
"3","Combien de runs d'extraction chaque document possède-t-il ?","SELECT d.document_id AS 'ID_Document', COUNT(r.run_id) AS 'Nb_Runs' FROM documents d LEFT JOIN extraction_runs r ON d.document_id = r.document_id GROUP BY d.document_id;"
"5","Quels sont les 5 documents qui ont le plus de résultats d'extraction ?","SELECT d.document_id AS 'ID_Document', COUNT(er.result_id) AS 'Nb_Resultats' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.document_id ORDER BY COUNT(er.result_id) DESC LIMIT 5;"
"7","Combien de retours indiquent une erreur technique par document ?","SELECT d.document_id AS 'ID_Document', SUM(CASE WHEN f.is_technical_error = 1 THEN 1 ELSE 0 END) AS 'Nb_Erreurs_Techniques' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id LEFT JOIN resultfeedbacks f ON er.result_id = f.result_id GROUP BY d.document_id;"
"8","Quels champs d'extraction n'ont jamais produit de résultat ?","SELECT fr.safir_field_id AS 'Champ_Inutilise', fr.mask AS 'Masque' FROM field_rules fr LEFT JOIN extraction_results er ON fr.safir_field_id = er.safir_field_id WHERE er.safir_field_id IS NULL;"
"10","Quels runs d'extraction sont en cours de traitement et quel extrait de configuration affichent-ils ?","SELECT r.run_id AS 'ID_Run', r.document_id AS 'ID_Document', substr(r.config,1,50) || '...' AS 'Config_Excerpt' FROM extraction_runs r JOIN states s ON r.state_id = s.state_id WHERE s.code = 'PROCESSING';"
"11","Quel est le nombre de documents par masque utilisé ?","SELECT d.mask AS 'Masque', COUNT(d.document_id) AS 'Nb_Documents' FROM documents d GROUP BY d.mask;"
"13","Quel est le dernier run d'extraction exécuté pour chaque document et son état ?","SELECT d.document_id AS 'ID_Document', r.run_id AS 'ID_Run', r.start_time AS 'Heure_Debut', s.code AS 'Etat_Run' FROM documents d JOIN (SELECT document_id, MAX(start_time) AS max_time FROM extraction_runs GROUP BY document_id) mr ON d.document_id = mr.document_id JOIN extraction_runs r ON r.document_id = mr.document_id AND r.start_time = mr.max_time JOIN states s ON r.state_id = s.state_id;"
"14","Quelle somme des valeurs extraites par type de budget parmi les résultats réussis ?","SELECT d.budget_type AS 'Type_Budget', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeurs' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.budget_type;"
"15","Quels documents sont en état d'erreur et quel est leur message d'erreur associé ?","SELECT d.document_id AS 'ID_Document', d.error_message AS 'Message_Erreur' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR';"
"16","Combien de sections chaque document contient-il, et quels sont les 5 premiers ?","SELECT d.document_id AS 'ID_Document', COUNT(sec.section_id) AS 'Nb_Sections' FROM documents d LEFT JOIN sections sec ON d.document_id = sec.document_id GROUP BY d.document_id ORDER BY COUNT(sec.section_id) DESC LIMIT 5;"
"18","Quelles règles d'extraction sont associées à quel jeu de règles (description) ?","SELECT fr.extraction_rule_id AS 'ID_Rule', fr.safir_field_id AS 'Champ', rs.description AS 'Description_Ruleset' FROM field_rules fr LEFT JOIN rulesets rs ON fr.ruleset_id = rs.ruleset_id;"
"20","Quels documents n'ont jamais eu de run d'extraction associé ?","SELECT d.document_id AS 'ID_Document', d.mask AS 'Masque' FROM documents d LEFT JOIN extraction_runs r ON d.document_id = r.document_id WHERE r.run_id IS NULL;"
"1","Quel est le nombre total de documents traités avec succès en 2023 ?","SELECT COUNT(d.document_id) AS 'Documents_Succes_2023' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.document_year = '2023';"
"3","Quelles sont les 5 villes qui possèdent le plus de documents et combien en ont chacune ?","SELECT d.city_name AS 'Ville', COUNT(d.document_id) AS 'Nb_Documents' FROM documents d GROUP BY d.city_name ORDER BY COUNT(d.document_id) DESC LIMIT 5;"
"4","Liste des documents qui ont au moins un résultat d'extraction avec avertissement ou aucune erreur bloquante","SELECT DISTINCT d.document_id AS Document_Avertissement_Ou_Sans_Erreur FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.message_warning IS NOT NULL OR er.message_error IS NULL;"
"6","Quels identifiants SAFIR apparaissent dans plus de 10 résultats d'extraction, avec leur nombre d'occurrences ?","SELECT er.safir_field_id AS 'Champ_SAFIR', COUNT(er.result_id) AS 'Nb_Occurrences' FROM extraction_results er GROUP BY er.safir_field_id HAVING COUNT(er.result_id) > 10;"
"7","Quel est le dernier run d'extraction exécuté pour chaque document, avec son état ?","SELECT d.document_id AS 'Document', r.run_id AS 'Dernier_Run', s.code AS 'Etat_Run' FROM documents d LEFT JOIN (SELECT run_id, document_id, start_time, state_id FROM extraction_runs WHERE (document_id, start_time) IN (SELECT document_id, MAX(start_time) FROM extraction_runs GROUP BY document_id)) r ON d.document_id = r.document_id LEFT JOIN states s ON r.state_id = s.state_id;"
"8","Combien de retours utilisateurs sont des erreurs techniques versus des erreurs métier pour chaque document ?","SELECT d.document_id AS 'Document', SUM(CASE WHEN rf.is_technical_error = 1 THEN 1 ELSE 0 END) AS 'Erreurs_Techniques', SUM(CASE WHEN rf.is_technical_error = 0 THEN 1 ELSE 0 END) AS 'Erreurs_Metier' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id LEFT JOIN resultfeedbacks rf ON er.result_id = rf.result_id GROUP BY d.document_id;"
"9","Quel ruleset a été utilisé pour les champs extraits des documents de masque 'M57_CA' ?","SELECT DISTINCT fr.ruleset_id AS 'Ruleset_Utilise' FROM field_rules fr JOIN extraction_results er ON fr.safir_field_id = er.safir_field_id JOIN documents d ON er.document_id = d.document_id WHERE d.mask = 'M57_CA';"
"13","Pour chaque document, quel est le ratio de résultats d'extraction avec avertissement par rapport au nombre total de résultats ?","SELECT d.document_id AS 'Document', ROUND(CAST(SUM(CASE WHEN er.message_warning IS NOT NULL THEN 1 ELSE 0 END) AS FLOAT) / COUNT(er.result_id), 2) AS 'Ratio_Avertissement' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.document_id;"
"14","Liste des résultats d'extraction qui possèdent à la fois un message d'erreur et un message d'avertissement","SELECT er.result_id AS 'Resultat_Erreur_Avertissement', er.document_id AS 'Document' FROM extraction_results er WHERE er.message_error IS NOT NULL AND er.message_warning IS NOT NULL;"
"15","Combien de documents existent pour chaque code d'état, y compris les états sans documents ?","SELECT s.code AS 'Code_Etat', COUNT(d.document_id) AS 'Nb_Documents' FROM states s LEFT JOIN documents d ON s.state_id = d.state_id GROUP BY s.code;"
"17","Quels documents n'ont jamais été associés à un run d'extraction ?","SELECT d.document_id AS 'Document_Sans_Run' FROM documents d LEFT JOIN extraction_runs r ON d.document_id = r.document_id WHERE r.run_id IS NULL;"
"19","Quels masques sont utilisés dans les documents et combien de documents correspondent à chaque masque ?","SELECT d.mask AS 'Masque', COUNT(d.document_id) AS 'Nb_Documents' FROM documents d GROUP BY d.mask;"
"20","Pour chaque ruleset, combien de règles de champ et de règles de validation sont définies ?","SELECT rs.ruleset_id AS 'Ruleset', COUNT(DISTINCT fr.extraction_rule_id) AS 'Nb_Rules_Champ', COUNT(DISTINCT vr.validation_rule_id) AS 'Nb_Rules_Validation' FROM rulesets rs LEFT JOIN field_rules fr ON rs.ruleset_id = fr.ruleset_id LEFT JOIN validation_rules vr ON rs.ruleset_id = vr.ruleset_id GROUP BY rs.ruleset_id;"
"1","Combien d'exécutions d'extraction ont été réalisées pour chaque état du système ?","SELECT s.code AS 'Code_Etat', COUNT(er.run_id) AS 'Nombre_Executions' FROM extraction_runs er JOIN states s ON er.state_id = s.state_id GROUP BY s.code;"
"2","Quel est le total des valeurs extraites pour chaque type de budget en 2023, quel que soit l'état du résultat ?","SELECT d.budget_type AS 'Type_Budget', SUM(CAST(er.value AS REAL)) AS 'Total_Valeur' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.document_year = '2023' AND d.budget_type IS NOT NULL AND d.budget_type <> '' GROUP BY d.budget_type;"
"3","Quelle est la moyenne du nombre de pages par ville pour les documents de masque M57_CA ?","SELECT d.city_name AS 'Ville', AVG(d.nb_pages) AS 'Moyenne_Pages' FROM documents d WHERE d.mask = 'M57_CA' GROUP BY d.city_name;"
"4","Quels documents ont au moins une erreur d'extraction, et combien d'erreurs contiennent-ils ?","SELECT d.document_id AS 'Document_ID', d.city_name AS 'Ville', COUNT(*) AS 'Nombre_Erreurs' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.message_error IS NOT NULL AND er.message_error <> '' GROUP BY d.document_id, d.city_name;"
"5","Quels sont les 5 champs SAFIR avec la plus grande somme de valeurs extraites ?","SELECT er.safir_field_id AS 'Champ_SAFIR', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeur' FROM extraction_results er GROUP BY er.safir_field_id ORDER BY Somme_Valeur DESC LIMIT 5;"
"6","Combien de documents ont une configuration d'extraction enregistrée ?","SELECT COUNT(DISTINCT d.document_id) AS Docs_With_Config FROM documents d JOIN extraction_runs er ON d.document_id = er.document_id;"
"7","Combien de règles de validation existent pour chaque niveau de problème ?","SELECT vr.level_of_problem AS 'Niveau_Probleme', COUNT(vr.validation_rule_id) AS 'Nombre_Regles' FROM validation_rules vr GROUP BY vr.level_of_problem;"
"9","Quel est le ratio de résultats d'extraction réussis par rapport au total pour chaque document ?","SELECT d.document_id AS 'Document_ID', SUM(CASE WHEN er.state_id = (SELECT state_id FROM states WHERE code = 'SUCCESS') THEN 1 ELSE 0 END) * 1.0 / COUNT(er.result_id) AS 'Ratio_Succes' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.document_id HAVING COUNT(er.result_id) > 0;"
"10","Combien de règles de champ distinctes existent pour chaque masque ?","SELECT fr.mask AS 'Masque', COUNT(DISTINCT fr.extraction_rule_id) AS 'Nombre_Rules_Champ' FROM field_rules fr GROUP BY fr.mask;"
"14","Quels documents sont en attente et n'ont aucun résultat d'extraction ?","SELECT d.document_id AS 'Document_ID', d.city_name AS 'Ville', s.code AS 'Code_Etat' FROM documents d JOIN states s ON d.state_id = s.state_id LEFT JOIN extraction_results er ON d.document_id = er.document_id WHERE s.code = 'PENDING' AND er.result_id IS NULL;"
"15","Quel est le champ SAFIR le plus fréquemment extrait pour chaque ville ?","SELECT city_name AS 'Ville', safir_field_id AS 'Champ_Most_Frequent', cnt AS 'Occurrences' FROM ( SELECT d.city_name, er.safir_field_id, COUNT(*) AS cnt, ROW_NUMBER() OVER (PARTITION BY d.city_name ORDER BY COUNT(*) DESC) AS rn FROM extraction_results er JOIN documents d ON er.document_id = d.document_id GROUP BY d.city_name, er.safir_field_id ) sub WHERE rn = 1;"
"17","Quel est le nombre de feedbacks techniques et fonctionnels par document ?","SELECT d.document_id AS 'Document_ID', SUM(CASE WHEN fb.is_technical_error = 1 THEN 1 ELSE 0 END) AS 'Feedback_Technique', SUM(CASE WHEN fb.is_technical_error = 0 THEN 1 ELSE 0 END) AS 'Feedback_Fonctionnel' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id LEFT JOIN resultfeedbacks fb ON er.result_id = fb.result_id GROUP BY d.document_id;"
"18","Quelles exécutions d'extraction sont en cours depuis plus de 30 jours ?","SELECT er.run_id AS 'Run_ID', d.document_id AS 'Document_ID', er.start_time AS 'Date_Debut', s.code AS 'Code_Etat' FROM extraction_runs er JOIN documents d ON er.document_id = d.document_id JOIN states s ON er.state_id = s.state_id WHERE s.code = 'PROCESSING' AND er.start_time <= datetime('now', '-30 days');"
"1","Quel est le nombre de documents par type de budget et par format de fichier ?","SELECT d.budget_type AS 'Type_Budget', d.format AS 'Format_Fichier', COUNT(*) AS 'Nombre_Documents' FROM documents d GROUP BY d.budget_type, d.format ORDER BY d.budget_type, d.format;"
"2","Listez les documents dont la dernière exécution d'extraction s'est terminée en état d'erreur, en indiquant l'identifiant du document, l'année et le code d'état.","SELECT d.document_id AS 'ID_Document', d.document_year AS 'Annee_Document', s.code AS 'Code_Etat' FROM documents d JOIN extraction_runs er ON d.document_id = er.document_id JOIN states s ON er.state_id = s.state_id WHERE s.code = 'ERROR' AND er.start_time = (SELECT MAX(er2.start_time) FROM extraction_runs er2 WHERE er2.document_id = d.document_id) ORDER BY d.document_id;"
"3","Calculez la somme des valeurs extraites pour chaque champ SAFIR sur les documents ayant réussi l'extraction.","SELECT er.safir_field_id AS 'Champ_SAFIR', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeurs' FROM extraction_results er JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY er.safir_field_id ORDER BY Somme_Valeurs DESC;"
"5","Identifiez les documents contenant au moins un résultat d'extraction avec un avertissement et indiquez le nombre total d'avertissements par document.","SELECT d.document_id AS 'ID_Document', COUNT(er.result_id) AS 'Nombre_Avertissements' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.message_warning IS NOT NULL GROUP BY d.document_id HAVING COUNT(er.result_id) > 0 ORDER BY Nombre_Avertissements DESC;"
"6","Quels sont les 5 champs SAFIR avec la plus grande valeur totale extraite pour l'année 2023 ?","SELECT er.safir_field_id AS 'Champ_SAFIR', SUM(CAST(er.value AS REAL)) AS 'Valeur_Totale' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.document_year = '2023' GROUP BY er.safir_field_id ORDER BY Valeur_Totale DESC LIMIT 5;"
"7","Combien de retours utilisateurs ont été enregistrés pour chaque document, y compris les documents sans retours ?","SELECT d.document_id AS ID_Document, COUNT(rf.feedback_id) AS Nombre_Retours FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id LEFT JOIN resultfeedbacks rf ON er.result_id = rf.result_id GROUP BY d.document_id ORDER BY Nombre_Retours DESC;"
"8","Listez les règles de champ appliquées au masque M57_CA avec leur description JSON.","SELECT fr.extraction_rule_id AS 'ID_Rule_Champ', fr.safir_field_id AS 'Champ_SAFIR', fr.definition AS 'Definition_JSON' FROM field_rules fr WHERE fr.mask = 'M57_CA' ORDER BY fr.extraction_rule_id;"
"11","Quel est le ratio d'exécutions réussies par rapport au total des exécutions pour chaque document ?","SELECT d.document_id AS 'ID_Document', SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) * 1.0 / COUNT(er.run_id) AS 'Ratio_Success' FROM documents d JOIN extraction_runs er ON d.document_id = er.document_id JOIN states s ON er.state_id = s.state_id GROUP BY d.document_id HAVING COUNT(er.run_id) > 0 ORDER BY Ratio_Success DESC;"
"12","Pour chaque code d'état, indiquez le nombre de documents et la moyenne du nombre de pages.","SELECT st.code AS 'Code_Etat', COUNT(d.document_id) AS 'Nb_Documents', AVG(d.nb_pages) AS 'Moyenne_Pages' FROM documents d JOIN states st ON d.state_id = st.state_id GROUP BY st.code ORDER BY Nb_Documents DESC;"
"13","Affichez tous les résultats d'extraction avec leurs valeurs originales, les valeurs corrigées (le cas échéant) et le commentaire du feedback.","SELECT er.result_id AS 'ID_Resultat', er.value AS 'Valeur_Originale', rf.corrected_value AS 'Valeur_Corrigee', rf.comment AS 'Commentaire' FROM extraction_results er LEFT JOIN resultfeedbacks rf ON er.result_id = rf.result_id ORDER BY er.result_id;"
